Date,PERLIS,KEDAH,PULAU PINANG,PERAK,SELANGOR,NEGERI SEMBILAN,MELAKA,JOHOR,PAHANG,TERENGGANU,KELANTAN,SABAH,SARAWAK,WP KUALA LUMPUR,WP PUTRAJAYA,WP LABUAN,JUMLAH KESELURUHAN,URL
2020-07-13,18,99,121,258,2092,1027,258,699,365,111,157,380,580,2445,98,17,8725,https://kpkesihatan.com/2020/07/13/kenyataan-akhbar-kpk-13-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-14,18,99,121,258,2093,1027,258,701,365,111,157,380,580,2446,98,17,8729,https://kpkesihatan.com/2020/07/14/kenyataan-akhbar-kpk-14-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-15,18,99,121,258,2094,1027,258,701,365,111,157,380,583,2447,98,17,8734,https://kpkesihatan.com/2020/07/15/kenyataan-akhbar-kpk-15-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-16,18,99,121,258,2094,1027,258,701,365,112,157,380,584,2448,98,17,8737,https://kpkesihatan.com/2020/07/16/kenyataan-akhbar-kkm-16-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-17,18,99,121,258,2098,1027,258,701,365,114,157,381,594,2449,98,17,8755,https://kpkesihatan.com/2020/07/17/kenyataan-akhbar-kpk-17-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-18,18,99,121,258,2099,1027,258,701,365,114,158,381,601,2449,98,17,8764,https://kpkesihatan.com/2020/07/18/kenyataan-akhbar-kpk-18-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-19,18,99,121,260,2103,1027,258,702,365,114,158,382,607,2450,98,17,8779,https://kpkesihatan.com/2020/07/19/kenyataan-akhbar-kpk-19-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-20,18,100,121,260,2107,1028,258,716,365,114,158,382,608,2450,98,17,8800,https://kpkesihatan.com/2020/07/20/kenyataan-akhbar-kpk-20-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-21,18,100,121,260,2109,1028,258,716,365,114,158,383,619,2451,98,17,8815,https://kpkesihatan.com/2020/07/21/kenyataan-akhbar-kpk-21-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-22,18,100,121,261,2112,1028,258,717,365,114,158,383,628,2453,98,17,8831,https://kpkesihatan.com/2020/07/22/kenyataan-akhbar-kpk-22-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-23,18,100,121,261,2112,1028,258,718,366,114,159,384,632,2454,98,17,8840,https://kpkesihatan.com/2020/07/23/kenyataan-akhbar-kpk-23-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-24,18,100,121,262,2115,1028,258,720,369,114,159,384,641,2457,98,17,8861,https://kpkesihatan.com/2020/07/24/kenyataan-akhbar-kpk-24-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-25,18,100,121,262,2118,1028,258,730,369,114,159,384,649,2458,98,18,8884,https://kpkesihatan.com/2020/07/25/kenyataan-akhbar-kpk-25-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-26,18,100,121,262,2118,1028,258,737,370,114,160,385,650,2460,98,18,8897,https://kpkesihatan.com/2020/07/26/kenyataan-akhbar-kementerian-kesihatan-malaysia-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-27,18,100,121,262,2119,1028,258,737,370,114,160,389,650,2462,98,18,8904,https://kpkesihatan.com/2020/07/27/kenyataan-akhbar-kpk-27-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-28,18,106,121,262,2119,1028,258,737,370,114,160,392,675,2466,98,19,8943,https://kpkesihatan.com/2020/07/28/kenyataan-akhbar-kpk-28-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-29,19,106,121,262,2121,1028,258,738,370,114,160,393,677,2472,98,19,8956,https://kpkesihatan.com/2020/07/29/kenyataan-akhbar-kpk-29-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-30,19,107,121,262,2122,1028,258,739,370,114,160,397,677,2473,98,19,8964,https://kpkesihatan.com/2020/07/30/kenyataan-akhbar-kpk-30-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-07-31,19,109,121,262,2123,1029,258,742,370,114,160,398,678,2476,98,19,8976,https://kpkesihatan.com/2020/07/31/kenyataan-akhbar-kpk-31-julai-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-01,19,110,121,264,2129,1029,258,742,370,114,160,398,678,2476,98,19,8985,https://kpkesihatan.com/2020/08/01/kenyataan-akhbar-kpk-1-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-02,19,121,121,264,2130,1029,258,742,370,114,160,400,678,2476,98,19,8999,https://kpkesihatan.com/2020/08/02/kenyataan-akhbar-kpk-2-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-03,19,122,121,264,2130,1029,258,742,370,114,160,400,678,2476,98,20,9001,https://kpkesihatan.com/2020/08/03/kenyataan-akhbar-kpk-3-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-04,20,122,121,264,2130,1029,258,742,370,114,160,400,678,2476,98,20,9002,https://kpkesihatan.com/2020/08/04/kenyataan-akhbar-kpk-4-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-05,20,125,121,264,2130,1029,258,743,370,114,160,402,678,2491,98,20,9023,https://kpkesihatan.com/2020/08/05/kenyataan-akhbar-kpk-5-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-06,20,131,121,264,2130,1031,258,743,370,114,160,406,678,2493,98,21,9038,https://kpkesihatan.com/2020/08/06/kenyataan-akhbar-kpk-6-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-07,30,132,122,266,2132,1031,258,744,370,114,160,410,679,2496,98,21,9063,https://kpkesihatan.com/2020/08/07/kenyataan-akhbar-kpk-7-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-08,30,132,122,266,2133,1032,258,744,370,114,160,410,680,2499,98,22,9070,https://kpkesihatan.com/2020/08/08/kenyataan-akhbar-kpk-8-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-09,30,132,125,266,2134,1032,258,744,370,114,160,410,681,2506,99,22,9083,https://kpkesihatan.com/2020/08/09/kenyataan-akhbar-kpk-9-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-10,30,132,125,269,2138,1032,259,746,370,114,160,410,681,2507,99,22,9094,https://kpkesihatan.com/2020/08/10/kenyataan-akhbar-kpk-10-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-11,30,132,125,269,2139,1032,259,747,370,114,160,411,681,2513,99,22,9103,https://kpkesihatan.com/2020/08/11/kenyataan-akhbar-kpk-11-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-12,30,134,125,269,2139,1032,259,749,370,114,160,415,681,2517,99,22,9114,https://kpkesihatan.com/2020/08/12/kenyataan-akhbar-kpk-12-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-13,30,143,125,269,2142,1032,259,749,370,114,160,415,681,2520,99,22,9129,https://kpkesihatan.com/2020/08/13/kenyataan-akhbar-kpk-13-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-14,30,155,126,269,2144,1032,259,749,370,114,160,415,682,2523,99,22,9149,https://kpkesihatan.com/2020/08/14/kenyataan-akhbar-kpk-14-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-15,31,169,128,269,2144,1034,259,750,370,114,160,415,682,2529,99,22,9175,https://kpkesihatan.com/2020/08/15/kenyataan-akhbar-kpk-15-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-16,31,174,129,269,2149,1034,259,750,370,114,160,416,682,2542,99,22,9200,https://kpkesihatan.com/2020/08/16/kenyataan-akhbar-kpk-16-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-17,31,180,132,269,2150,1034,259,750,370,114,160,416,682,2544,99,22,9212,https://kpkesihatan.com/2020/08/17/kenyataan-akhbar-kpk-17-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-18,31,183,132,269,2150,1034,259,750,370,114,160,416,682,2548,99,22,9219,https://kpkesihatan.com/2020/08/18/kenyataan-akhbar-kpk-18-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-19,31,190,136,269,2150,1034,259,751,370,114,160,416,682,2551,99,23,9235,https://kpkesihatan.com/2020/08/19/kenyataan-akhbar-kpk-19-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-20,31,190,136,269,2151,1034,259,751,370,114,160,416,686,2551,99,23,9240,https://kpkesihatan.com/2020/08/20/kenyataan-akhbar-kpk-20-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-21,31,193,136,269,2153,1034,259,751,370,114,160,416,687,2554,99,23,9249,https://kpkesihatan.com/2020/08/21/kenyataan-akhbar-kpk-21-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-22,31,198,136,269,2153,1034,259,751,370,114,160,417,688,2555,99,23,9257,https://kpkesihatan.com/2020/08/22/kenyataan-akhbar-kpk-22-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-23,31,200,136,269,2155,1034,259,751,370,114,160,417,691,2558,99,23,9267,https://kpkesihatan.com/2020/08/23/kenyataan-akhbar-kpk-23-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-24,31,200,136,269,2155,1034,259,751,370,114,160,417,696,2560,99,23,9274,https://kpkesihatan.com/2020/08/24/kenyataan-akhbar-kpk-24-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-25,32,207,136,269,2158,1034,259,751,370,114,160,417,696,2560,99,23,9285,https://kpkesihatan.com/2020/08/25/kenyataan-akhbar-kpk-25-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-26,32,212,136,269,2159,1034,259,751,370,114,160,417,696,2560,99,23,9291,https://kpkesihatan.com/2020/08/26/kenyataan-akhbar-kpk-26-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-27,32,212,136,269,2161,1034,262,751,370,114,160,417,696,2560,99,23,9296,https://kpkesihatan.com/2020/08/27/kenyataan-akhbar-kpk-27-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-28,32,213,136,269,2164,1034,262,751,370,114,160,417,697,2565,99,23,9306,https://kpkesihatan.com/2020/08/28/kenyataan-akhbar-kpk-28-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-29,32,213,136,269,2166,1034,262,751,370,114,160,417,698,2573,99,23,9317,https://kpkesihatan.com/2020/08/29/kenyataan-akhbar-kpk-29-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-30,32,214,136,269,2167,1034,262,751,370,114,160,417,699,2587,99,23,9334,https://kpkesihatan.com/2020/08/30/kenyataan-akhbar-kpk-30-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-08-31,32,216,136,269,2171,1034,262,751,370,114,160,417,699,2587,99,23,9340,https://kpkesihatan.com/2020/08/31/kenyataan-akhbar-kpk-31-ogos-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-01,32,218,136,269,2174,1034,262,751,370,114,160,426,699,2587,99,23,9354,https://kpkesihatan.com/2020/09/01/kenyataan-akhbar-kpk-1-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-02,32,218,136,269,2175,1034,262,751,371,114,160,426,699,2591,99,23,9360,https://kpkesihatan.com/2020/09/02/kenyataan-akhbar-kpk-2-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-03,32,222,136,269,2175,1036,262,752,371,114,160,432,699,2592,99,23,9374,https://kpkesihatan.com/2020/09/03/kenyataan-akhbar-kpk-3-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-04,32,223,136,269,2177,1037,262,752,371,114,160,432,699,2599,99,23,9385,https://kpkesihatan.com/2020/09/04/kenyataan-akhbar-kpk-4-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-05,32,224,136,269,2177,1037,262,752,371,114,160,433,699,2603,99,23,9391,https://kpkesihatan.com/2020/09/05/kenyataan-akhbar-kpk-5-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-06,32,224,137,269,2177,1037,262,752,371,114,160,435,699,2606,99,23,9397,https://kpkesihatan.com/2020/09/06/kenyataan-akhbar-kpk-6-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-07,32,228,138,269,2179,1037,262,752,371,114,160,486,699,2610,99,23,9459,https://kpkesihatan.com/2020/09/07/kenyataan-akhbar-kpk-7-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-08,33,250,138,269,2188,1038,262,752,371,114,160,548,699,2615,99,23,9559,https://kpkesihatan.com/2020/09/08/kenyataan-akhbar-kpk-8-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-09,33,266,138,269,2189,1039,262,752,371,114,160,552,700,2616,99,23,9583,https://kpkesihatan.com/2020/09/09/kenyataan-akhbar-kpk-9-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-10,33,270,138,269,2190,1039,262,752,371,114,160,592,700,2616,99,23,9628,https://kpkesihatan.com/2020/09/10/kenyataan-akhbar-kpk-10-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-11,33,284,138,269,2191,1039,262,752,371,114,160,759,700,2616,99,23,9810,https://kpkesihatan.com/2020/09/11/kenyataan-akhbar-kpk-11-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-12,33,289,138,269,2193,1039,262,752,371,114,160,808,700,2618,99,23,9868,https://kpkesihatan.com/2020/09/12/kenyataan-akhbar-kpk-12-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-13,33,303,138,269,2194,1039,262,752,371,114,160,839,700,2619,99,23,9915,https://kpkesihatan.com/2020/09/13/kenyataan-akhbar-kpk-13-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-14,33,304,138,269,2194,1043,262,752,371,114,160,864,700,2620,99,23,9946,https://kpkesihatan.com/2020/09/14/kenyataan-akhbar-kpk-14-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-15,33,304,138,269,2199,1043,262,752,371,114,160,877,700,2625,99,23,9969,https://kpkesihatan.com/2020/09/15/kenyataan-akhbar-kpk-15-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-16,33,305,139,269,2199,1043,262,752,371,114,160,937,700,2625,99,23,10031,https://kpkesihatan.com/2020/09/16/kenyataan-akhbar-kpk-16-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-17,33,312,141,269,2202,1043,262,752,371,114,160,945,701,2626,99,23,10052,https://kpkesihatan.com/2020/09/17/kenyataan-akhbar-kpk-17-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-18,33,312,141,269,2205,1044,262,752,371,114,160,1036,701,2625,99,23,10147,https://kpkesihatan.com/2020/09/18/kenyataan-akhbar-kpk-18-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-19,33,321,141,269,2206,1044,262,752,371,114,160,1044,701,2627,99,23,10167,https://kpkesihatan.com/2020/09/19/kenyataan-akhbar-kpk-19-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-20,33,324,142,269,2210,1044,262,752,371,114,160,1080,701,2633,99,25,10219,https://kpkesihatan.com/2020/09/20/kenyataan-akhbar-kpk-20-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-21,33,325,142,269,2214,1044,262,752,371,114,160,1129,701,2636,99,25,10276,https://kpkesihatan.com/2020/09/21/kenyataan-akhbar-kpk-21-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-22,33,335,142,269,2215,1044,262,752,371,114,160,1189,703,2645,99,25,10358,https://kpkesihatan.com/2020/09/22/kenyataan-akhbar-kpk-22-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-23,33,340,142,269,2217,1044,262,752,371,114,161,1323,703,2650,99,25,10505,https://kpkesihatan.com/2020/09/23/kenyataan-akhbar-kpk-23-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-24,33,344,142,269,2220,1044,262,753,371,114,161,1386,703,2650,99,25,10576,https://kpkesihatan.com/2020/09/24/kenyataan-akhbar-kpk-24-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-25,33,352,142,269,2222,1044,262,754,372,114,161,1483,703,2652,99,25,10687,https://kpkesihatan.com/2020/09/25/kenyataan-akhbar-kpk-25-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-26,33,352,142,269,2224,1047,263,755,373,116,161,1547,704,2658,99,26,10769,https://kpkesihatan.com/2020/09/26/kenyataan-akhbar-kpk-26-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-27,33,352,142,269,2235,1047,264,757,377,116,161,1671,706,2664,99,26,10919,https://kpkesihatan.com/2020/09/27/kenyataan-akhbar-kpk-27-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-28,33,353,142,269,2246,1048,265,757,377,117,161,1769,706,2665,99,27,11034,https://kpkesihatan.com/2020/09/28/kenyataan-akhbar-kpk-28-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-29,34,354,143,270,2261,1048,266,759,377,117,162,1842,709,2666,100,27,11135,https://kpkesihatan.com/2020/09/29/kenyataan-akhbar-kpk-29-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-09-30,36,367,144,271,2271,1049,266,767,379,120,164,1877,713,2672,100,28,11224,https://kpkesihatan.com/2020/09/30/kenyataan-akhbar-kpk-30-september-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-01,38,465,145,271,2284,1049,267,772,380,122,164,1995,713,2686,105,28,11484,https://kpkesihatan.com/2020/10/01/kenyataan-akhbar-kpk-1-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-02,38,594,145,274,2315,1051,267,773,381,125,166,2108,713,2687,105,29,11771,https://kpkesihatan.com/2020/10/02/kenyataan-akhbar-kpk-2-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-03,38,696,148,274,2347,1052,267,777,381,134,168,2263,716,2691,107,29,12088,https://kpkesihatan.com/2020/10/03/kenyataan-akhbar-kpk-3-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-04,38,809,149,276,2378,1054,267,785,381,134,169,2389,717,2694,107,34,12381,https://kpkesihatan.com/2020/10/04/kenyataan-akhbar-kpk-4-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-05,38,1050,149,278,2412,1055,268,787,382,139,170,2519,718,2701,109,38,12813,https://kpkesihatan.com/2020/10/05/kenyataan-akhbar-kpk-5-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-06,38,1447,152,286,2451,1062,268,793,382,140,170,2738,721,2707,110,39,13504,https://kpkesihatan.com/2020/10/06/kenyataan-akhbar-kpk-6-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-07,38,1600,159,290,2471,1063,268,799,384,144,171,3020,724,2711,112,39,13993,https://kpkesihatan.com/2020/10/07/kenyataan-akhbar-kpk-7-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-08,38,1616,160,295,2507,1065,269,804,385,149,171,3291,732,2723,114,49,14368,https://kpkesihatan.com/2020/10/08/kenyataan-akhbar-kpk-8-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-09,38,1626,168,296,2531,1069,269,809,385,154,171,3565,742,2733,116,50,14722,https://kpkesihatan.com/2020/10/09/kenyataan-akhbar-kpk-9-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-10,38,1653,171,298,2575,1069,270,811,385,154,171,3842,751,2739,117,52,15096,https://kpkesihatan.com/2020/10/10/kenyataan-akhbar-kpk-10-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-11,38,1669,172,299,2601,1069,273,814,385,157,171,4330,751,2754,117,57,15657,https://kpkesihatan.com/2020/10/11/kenyataan-akhbar-kpk-11-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-12,38,1679,313,303,2670,1081,274,816,385,157,171,4621,752,2782,119,59,16220,https://kpkesihatan.com/2020/10/12/kenyataan-akhbar-kpk-12-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-13,38,1739,336,319,2746,1083,274,826,386,157,171,5064,752,2792,119,78,16880,https://kpkesihatan.com/2020/10/13/kenyataan-akhbar-kpk-13-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-14,38,1852,353,322,2814,1084,276,829,386,157,171,5493,755,2804,120,86,17540,https://kpkesihatan.com/2020/10/14/kenyataan-akhbar-kpk-14-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-15,38,1883,369,374,2964,1095,278,829,386,157,173,5797,759,2814,121,92,18129,https://kpkesihatan.com/2020/10/15/kenyataan-akhbar-kpk-15-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-16,38,1890,402,383,3014,1096,281,834,387,157,173,6286,759,2824,123,111,18758,https://kpkesihatan.com/2020/10/16/kenyataan-akhbar-kpk-16-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-17,38,1928,591,387,3173,1097,282,836,387,160,173,6737,763,2839,125,111,19627,https://kpkesihatan.com/2020/10/17/kenyataan-akhbar-kpk-17-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-18,38,1937,636,397,3250,1100,283,837,387,162,173,7439,768,2846,125,120,20498,https://kpkesihatan.com/2020/10/18/kenyataan-akhbar-kpk-18-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-19,38,1940,662,415,3357,1104,299,839,388,163,173,8082,768,2853,128,154,21363,https://kpkesihatan.com/2020/10/19/kenyataan-akhbar-kpk-19-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-20,38,1957,670,424,3489,1110,299,840,388,163,174,8755,769,2860,129,160,22225,https://kpkesihatan.com/2020/10/20/kenyataan-akhbar-kpk-20-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-21,38,1964,682,431,3605,1119,302,840,389,163,175,9290,769,2886,135,169,22957,https://kpkesihatan.com/2020/10/21/kenyataan-akhbar-kpk-21-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-22,38,1967,692,445,3742,1157,305,841,391,164,178,9868,770,2909,139,198,23804,https://kpkesihatan.com/2020/10/22/kenyataan-akhbar-kpk-22-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-23,38,1968,731,449,3804,1194,305,845,392,166,178,10396,772,2920,139,217,24514,https://kpkesihatan.com/2020/10/23/kenyataan-akhbar-kpk-23-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-24,38,2044,754,459,3880,1290,308,852,392,166,178,11285,780,2939,139,238,25742,https://kpkesihatan.com/2020/10/24/kenyataan-akhbar-kpk-24-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-25,38,2045,851,465,3968,1312,308,867,392,173,179,11818,796,2949,140,264,26565,https://kpkesihatan.com/2020/10/25/kenyataan-akhbar-kpk-25-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-26,38,2048,912,473,4145,1337,310,871,392,176,179,12745,803,2966,140,270,27805,https://kpkesihatan.com/2020/10/26/kenyataan-akhbar-kpk-26-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
2020-10-27,38,2052,925,484,4271,1492,310,879,392,180,179,13155,819,2977,141,346,"28, 640",https://kpkesihatan.com/2020/10/27/kenyataan-akhbar-kpk-27-oktober-2020-situasi-semasa-jangkitan-penyakit-coronavirus-2019-covid-19-di-malaysia/
